3810	0.0261
3811	0.09566
3812	0.21326
3813	0.35611
3814	0.4859
3815	0.56468
3816	0.5555
3817	0.42996
3818	0.22132
3819	-0.00828
3820	-0.19776
3821	-0.2872
3822	-0.22695
3823	-0.03935
3824	0.2206
3825	0.49861
3826	0.74137
3827	0.90284
3828	0.9836
3829	1.00448
3830	0.986
3831	0.94833
3832	0.90913
3833	0.87084
3834	0.82964
3835	0.78172
3836	0.72325
3837	0.65209
3838	0.5743
3839	0.49936
3840	0.43661
3841	0.39523
3842	0.38283
3843	0.39819
3844	0.43677
3845	0.49408
3846	0.56574
3847	0.64638
3848	0.72473
3849	0.78748
3850	0.82153
3851	0.81398
3852	0.75708
3853	0.67072
3854	0.58432
3855	0.52657
3856	0.52582
3857	0.60172
3858	0.73015
3859	0.87314
3860	0.99315
3861	1.05305
3862	1.02533
3863	0.92907
3864	0.79763
3865	0.66402
3866	0.56092
3867	0.51315
3868	0.5099
3869	0.52994
3870	0.5525
3871	0.55682
3872	0.52787
3873	0.47521
3874	0.41512
3875	0.36373
3876	0.33697
3877	0.34681
3878	0.38872
3879	0.45389
3880	0.53362
3881	0.61926
3882	0.70309
3883	0.78063
3884	0.84829
3885	0.90251
3886	0.93963
3887	0.9574
3888	0.95696
3889	0.94044
3890	0.90996
3891	0.86761
3892	0.81646
3893	0.76316
3894	0.7151
3895	0.67963
3896	0.66401
3897	0.67247
3898	0.69905
3899	0.73563
3900	0.77416
3901	0.80669
3902	0.82707
3903	0.83565
3904	0.83372
3905	0.82264
3906	0.80377
3907	0.77861
3908	0.74911
3909	0.71729
3910	0.68516
3911	0.6547
3912	0.62697
3913	0.60029
3914	0.57251
3915	0.54149
3916	0.50511
3917	0.463
3918	0.41953
3919	0.38005
3920	0.3497
3921	0.33361
3922	0.33419
3923	0.34663
3924	0.36498
3925	0.38333
3926	0.39585
3927	0.40125
3928	0.40983
3929	0.43356
3930	0.48435
3931	0.57394
3932	0.70507
3933	0.85878
3934	1.01304
3935	1.14586
3936	1.23593
3937	1.27147
3938	1.2635
3939	1.22612
3940	1.17333
3941	1.11898
3942	1.07225
3943	1.03227
3944	0.99687
3945	0.96387
3946	0.93113
3947	0.89752
3948	0.86408
3949	0.83208
3950	0.80279
3951	0.77735
3952	0.75644
3953	0.7388
3954	0.72314
3955	0.70816
3956	0.6926
3957	0.67692
3958	0.66492
3959	0.6607
3960	0.66835
3961	0.6919
3962	0.7339
3963	0.79422
3964	0.87243
3965	0.96814
3966	1.08086
3967	1.20452
3968	1.32319
3969	1.4206
3970	1.48009
3971	1.48551
3972	1.43453
3973	1.34749
3974	1.24677
3975	1.15452
3976	1.09255
3977	1.06909
3978	1.0711
3979	1.08382
3980	1.09255
3981	1.08288
3982	1.04931
3983	0.99966
3984	0.94264
3985	0.88732
3986	0.84217
3987	0.81098
3988	0.79054
3989	0.77716
3990	0.76717
3991	0.75699
3992	0.74576
3993	0.73635
3994	0.73187
3995	0.73544
3996	0.74961
3997	0.77278
3998	0.79617
3999	0.81093
4000	0.80817
4001	0.77949
4002	0.72652
4003	0.66405
4004	0.60752
4005	0.57201
4006	0.57223
4007	0.60761
4008	0.65955
4009	0.70836
4010	0.73475
4011	0.72024
4012	0.66403
4013	0.58598
4014	0.50685
4015	0.44702
4016	0.42636
4017	0.4488
4018	0.50106
4019	0.56888
4020	0.63829
4021	0.69577
4022	0.73554
4023	0.76038
4024	0.77336
4025	0.7776
4026	0.77595
4027	0.77225
4028	0.77102
4029	0.77645
4030	0.79304
4031	0.82486
4032	0.87025
4033	0.92163
4034	0.97136
4035	1.01219
4036	1.0371
4037	1.04338
4038	1.03313
4039	1.00806
4040	0.97028
4041	0.92204
4042	0.86862
4043	0.81871
4044	0.78059
4045	0.7628
4046	0.77317
4047	0.80845
4048	0.85686
4049	0.90604
4050	0.94403
4051	0.95958
4052	0.95059
4053	0.92285
4054	0.88231
4055	0.83453
4056	0.7853
4057	0.73737
4058	0.69183
4059	0.64971
4060	0.61175
4061	0.5789
4062	0.54985
4063	0.52216
4064	0.49335
4065	0.46078
4066	0.42242
4067	0.38161
4068	0.3452
4069	0.3203
4070	0.31374
4071	0.3316
4072	0.36942
4073	0.41571
4074	0.45914
4075	0.48824
4076	0.49298
4077	0.477
4078	0.45229
4079	0.43112
4080	0.42546
4081	0.44604
4082	0.48937
4083	0.54334
4084	0.59596
4085	0.63536
4086	0.65057
4087	0.64165
4088	0.61446
4089	0.57515
4090	0.5298
4091	0.48403
4092	0.44173
4093	0.40545
4094	0.37789
4095	0.36172
4096	0.35898
4097	0.36795
4098	0.38482
4099	0.40568
4100	0.42682
4101	0.44466
4102	0.45824
4103	0.46784
4104	0.47356
4105	0.47576
4106	0.47438
4107	0.46836
4108	0.45608
4109	0.43576
4110	0.40583
4111	0.36526
4112	0.31845
4113	0.27211
4114	0.23285
4115	0.20733
4116	0.20143
4117	0.21579
4118	0.24894
4119	0.29932
4120	0.36543
4121	0.44498
4122	0.52967
4123	0.60913
4124	0.67277
4125	0.71028
4126	0.71364
4127	0.68856
4128	0.64651
4129	0.59856
4130	0.55595
4131	0.52817
4132	0.51435
4133	0.51011
4134	0.51109
4135	0.51275
4136	0.51144
4137	0.50657
4138	0.49894
4139	0.48933
4140	0.47833
4141	0.46685
4142	0.45604
4143	0.44734
4144	0.44221
4145	0.4419
4146	0.44755
4147	0.45873
4148	0.47434
4149	0.49355
4150	0.51528
4151	0.5382
4152	0.55892
4153	0.57326
4154	0.57729
4155	0.56685
4156	0.53981
4157	0.50219
4158	0.46219
4159	0.4282
4160	0.40832
4161	0.40842
4162	0.42414
4163	0.44817
4164	0.47333
4165	0.49259
4166	0.5005
4167	0.49922
4168	0.49263
4169	0.48464
4170	0.47929
4171	0.47953
4172	0.48516
4173	0.49488
4174	0.50767
4175	0.52231
4176	0.53667
4177	0.54535
4178	0.54189
4179	0.52015
4180	0.4738
4181	0.40102
4182	0.31591
4183	0.23585
4184	0.17825
4185	0.16037
4186	0.19268
4187	0.26303
4188	0.3545
4189	0.45037
4190	0.53382
4191	0.592
4192	0.62369
4193	0.62999
4194	0.61224
4195	0.57146
4196	0.51228
4197	0.44906
4198	0.39805
4199	0.37558
4200	0.39769
4201	0.47141
4202	0.57731
4203	0.69126
4204	0.78952
4205	0.84809
4206	0.85276
4207	0.81447
4208	0.74884
4209	0.67112
4210	0.5965
4211	0.53585
4212	0.48787
4213	0.44966
4214	0.41803
4215	0.39016
4216	0.36508
4217	0.34707
4218	0.34119
4219	0.35244
4220	0.38581
4221	0.44206
4222	0.5119
4223	0.58486
4224	0.65033
4225	0.69782
4226	0.72233
4227	0.73101
4228	0.73264
4229	0.73587
4230	0.74958
4231	0.78056
4232	0.83185
4233	0.90599
4234	1.00552
4235	1.1329
4236	1.28261
4237	1.43274
4238	1.56004
4239	1.64082
4240	1.65183
4241	1.58572
4242	1.46593
4243	1.31933
4244	1.17265
4245	1.05227
4246	0.97195
4247	0.92104
4248	0.88654
4249	0.85547
4250	0.81502
4251	0.75931
4252	0.69472
4253	0.62876
4254	0.56915
4255	0.52327
4256	0.49502
4257	0.48233
4258	0.48256
4259	0.49307
4260	0.51127
4261	0.53428
4262	0.5591
4263	0.58253
4264	0.60141
4265	0.61264
4266	0.61519
4267	0.61126
4268	0.60329
4269	0.59366
4270	0.58497
4271	0.57884
4272	0.57588
4273	0.57665
4274	0.58167
4275	0.59144
4276	0.60444
4277	0.6167
4278	0.62383
4279	0.62153
4280	0.60566
4281	0.57853
4282	0.55101
4283	0.53451
4284	0.54036
4285	0.57969
4286	0.6505
4287	0.73436
4288	0.81188
4289	0.86369
4290	0.87107
4291	0.83373
4292	0.77376
4293	0.71483
